Column1,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
87163,0OHb7gATo0tsH5MfDQTMLw,22Gz,The Hype,"Suburban, Pt. 2",2,190746,True,0.829,0.572,11,-6.902,1,0.746,0.281,0.0,0.124,0.54,143.935,4,r-n-b
87166,0VljLybFVhAQbc5qBDHawU,22Gz,New Grooves,Fallen Blixkys,0,134137,True,0.888,0.566,2,-5.136,1,0.403,0.13,0.0,0.121,0.488,142.974,4,r-n-b
87167,48u8UBBgyKStzEJcDRM5UK,22Gz,Her - All Rap,Sniper Gang Freestyle Pt. 2,0,164608,True,0.884,0.665,8,-5.601,1,0.414,0.0986,0.0,0.0865,0.462,140.997,4,r-n-b
87171,2agBuyTLCHxi0VvsBlueRw,22Gz,Drillin' & Rappin',Fallen Blixkys,1,134137,True,0.888,0.566,2,-5.136,1,0.403,0.13,0.0,0.121,0.488,142.974,4,r-n-b
87172,3bu9zBjvsZ1A14tbN6tseM,22Gz,Trending Hip Hop,Fallen Blixkys,0,134137,True,0.888,0.566,2,-5.136,1,0.403,0.13,0.0,0.121,0.488,142.974,4,r-n-b
87852,7rWLqeQJabrK7FbY8X0TyI,22Gz,Growth & Development,"Suburban, Pt. 2",67,190746,True,0.83,0.574,11,-6.892,1,0.701,0.281,0.0,0.124,0.538,143.892,4,r-n-b
87152,52LbfFLnCm9liqK6VBBoQD,22Gz;Kodak Black,Walk in the Park Rap,Up n Stuck,0,193970,True,0.869,0.802,9,-3.37,0,0.504,0.0978,0.0,0.0998,0.346,140.89,4,r-n-b
87153,3QTZkm3pLOZfErqf91YSOO,22Gz;Kodak Black,Walk - Fresh Rap Flow,Up n Stuck,0,193970,True,0.869,0.802,9,-3.37,0,0.504,0.0978,0.0,0.0998,0.346,140.89,4,r-n-b
87154,45e6OL7Aixm8fxWpBAJ7DY,22Gz;Kodak Black,Tic Tac - Just Rap,Up n Stuck,0,193970,True,0.869,0.802,9,-3.37,0,0.504,0.0978,0.0,0.0998,0.346,140.89,4,r-n-b
87155,0tEXlkyMxbOFoD1434xDuN,22Gz;Kodak Black,Hiphopowe nowości,Up n Stuck,0,193970,True,0.869,0.802,9,-3.37,0,0.504,0.0978,0.0,0.0998,0.346,140.89,4,r-n-b
87156,0apVKzNiTjADxZIIKpX7kA,22Gz;Kodak Black,Contemporary Hip Hop,Up n Stuck,0,193970,True,0.869,0.802,9,-3.37,0,0.504,0.0978,0.0,0.0998,0.346,140.89,4,r-n-b
87157,5GAumNrU3x54Joxg95Ibb7,22Gz;Kodak Black,Sailor on the Moon - Hot New Rap,Up n Stuck,0,193970,True,0.869,0.802,9,-3.37,0,0.504,0.0978,0.0,0.0998,0.346,140.89,4,r-n-b
87160,2liWidOj8NL80SxHJqS6fV,22Gz;Kodak Black,Drillin' & Rappin',Up n Stuck,1,193970,True,0.869,0.802,9,-3.37,0,0.504,0.0978,0.0,0.0998,0.346,140.89,4,r-n-b
87161,6orFb31OWo3wQSGIQfi6Nt,22Gz;Kodak Black,Pushin P - Top Rap,Up n Stuck,0,193970,True,0.869,0.802,9,-3.37,0,0.504,0.0978,0.0,0.0998,0.346,140.89,4,r-n-b
87162,7FqkxZQpaqzQtLKrUhELLw,22Gz;Kodak Black,Ghetto Superstar - New Rap Classics,Up n Stuck,0,193970,True,0.869,0.802,9,-3.37,0,0.504,0.0978,0.0,0.0998,0.346,140.89,4,r-n-b
81460,4jPy3l0RUwlUI9T5XHBW2m,24kGoldn;iann dior,El Dorado,Mood (feat. iann dior),83,140533,True,0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007,4,pop
37217,5g9lS8deSIxItFBmZRC4vN,2Pac,All Eyez On Me,Ambitionz Az A Ridah,79,278386,True,0.801,0.91,2,-6.566,1,0.225,0.00239,0.000891,0.0737,0.805,87.277,4,funk
37350,4AE7Lj39VnSZNOmGH2iZaq,2Pac,R U Still Down? [Remember Me],Do For Love,75,281600,True,0.874,0.63,1,-3.585,1,0.298,0.0578,0.00479,0.0582,0.717,95.0,4,funk
37353,6tDxrq4FxEL2q15y37tXT9,2Pac,Me Against The World,Dear Mama,72,280000,True,0.773,0.54,6,-7.123,1,0.103,0.371,0.0,0.131,0.322,84.115,4,funk
37555,7rUchbZxrhF29Q0vYjKEU0,2Pac,All Eyez On Me,Can't C Me,70,330760,True,0.795,0.852,0,-2.238,1,0.178,0.0442,3.47e-06,0.39,0.673,95.44,4,funk
37602,0XRbYXQUymj9SJkrr8YK5B,2Pac,Strictly 4 My N.I.G.G.A.Z...,Keep Ya Head Up,71,262506,True,0.598,0.732,4,-7.013,1,0.425,0.144,0.0,0.508,0.595,172.329,4,funk
37607,7jLbTp3qZzah9kMIdW8e5M,2Pac,Loyal To The Game,Ghetto Gospel,69,238053,True,0.794,0.614,5,-5.352,0,0.0467,0.0964,0.0,0.0788,0.663,80.569,4,funk
37651,6vBMMa2erexusV4XrgXea9,2Pac,Until The End Of Time,Lil' Homies,64,223973,True,0.897,0.815,10,-4.227,0,0.212,0.159,0.0,0.0637,0.804,97.6,4,funk
37752,2zoobJFEB9h15fjYjRd6oP,2Pac,Greatest Hits,Hail Mary,67,312373,True,0.772,0.644,10,-6.318,0,0.265,0.158,4.14e-06,0.366,0.388,82.05,4,funk
37203,4VQNCzfZ3MdHEwwErNXpBo,2Pac;Big Syke,All Eyez On Me,All Eyez On Me (ft. Big Syke),77,307773,True,0.872,0.723,1,-5.968,1,0.247,0.0293,0.0,0.327,0.843,93.279,4,funk
37152,0Z2J91b2iTGLVTZC4fKgxf,2Pac;Outlawz,Greatest Hits,Hit 'Em Up - Single Version,81,312626,True,0.916,0.844,7,-3.967,1,0.236,0.0394,0.0,0.0778,0.586,95.19,4,funk
37502,7sKt5Y2zJpYw78iAxndB8y,2Pac;Rappin' 4-Tay,All Eyez On Me,Only God Can Judge Me (ft. Rappin' 4-Tay),68,296906,True,0.802,0.787,11,-6.009,0,0.206,0.00127,0.000181,0.0763,0.806,90.189,4,funk
37218,3ia3dJETSOllPsv3LJkE35,2Pac;Roger;Dr. Dre,Greatest Hits,California Love - Original Version,79,284906,True,0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,4,funk
37753,6LwrEZNkvFTOypNwSLjuaJ,2Pac;Snoop Dogg,All Eyez On Me,2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg),69,246533,True,0.849,0.904,8,-4.78,1,0.138,0.0248,5.11e-05,0.0545,0.854,99.258,4,funk
37400,1ofhfV90EnYhEr7Un2fWiv,2Pac;Talent,Greatest Hits,Changes,73,268826,True,0.865,0.665,7,-6.289,1,0.073,0.0453,0.0,0.224,0.331,111.113,4,funk
37516,3dkXSYgqtNE3BlLendqGnU,2T;Chris Beats Zn;Tz da Coronel;SoudCrime,Favelado Chique,1.5.7,49,163000,True,0.583,0.635,4,-6.033,0,0.0393,0.0327,0.0,0.422,0.236,119.942,5,funk
71113,2Lkn3Of9JHY6RSA8c3omKT,3 Doors Down,Обратно в клас - rock,Here Without You,0,238560,False,0.556,0.545,10,-6.768,0,0.0255,0.0635,0.0,0.124,0.193,143.991,4,metal
71115,74NANS3BFQRnpz3S0JVg5o,3 Doors Down,Emo Christmas 2022,It's Not My Time - Acoustic,0,238373,False,0.674,0.58,0,-8.081,1,0.0312,0.311,2.41e-05,0.198,0.305,128.003,4,metal
71117,5ugV3rhvi2h6l52e1cIfLw,3 Doors Down,Fishing Music,Kryptonite,0,234626,False,0.544,0.848,11,-6.804,0,0.0288,0.00395,5.22e-05,0.134,0.489,99.039,4,metal
71118,1aL952bo0KZTPevSl3207C,3 Doors Down,Rock Workout 2023,Kryptonite,1,234626,False,0.544,0.848,11,-6.804,0,0.0288,0.00395,5.22e-05,0.134,0.489,99.039,4,metal
71151,3NLrRZoMF0Lx6zTlYqeIo4,3 Doors Down,Away From The Sun,Here Without You,76,238733,False,0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,4,metal
71311,6ZOBP3NvffbU4SZcrnt1k6,3 Doors Down,The Better Life,Kryptonite,80,233933,False,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,4,metal
71425,2Zi27tBhXnDQTz3porgaiw,3 Doors Down,Seventeen Days,Here Without You - Acoustic Version,64,232013,False,0.551,0.574,10,-6.265,0,0.0263,0.0203,0.0,0.186,0.308,143.734,4,metal
71761,3WbphvawbMZ8FyqDxYGdSQ,3 Doors Down,Away From The Sun,When I'm Gone,70,260333,False,0.53,0.768,7,-5.611,1,0.0284,0.00385,0.0,0.103,0.374,148.095,4,metal
19830,71DzeSJmIaZ9UhJ1rJJ5Od,38 Special,Fishing Music,Caught Up In You,3,278133,False,0.361,0.787,1,-4.982,0,0.0363,0.0197,0.000586,0.0421,0.889,130.693,4,country
19834,6u3HTPvOxhVWllNhu07vvA,38 Special,80s Bangers Vol. 2,Hold On Loosely,0,279754,False,0.565,0.707,9,-5.65,1,0.0298,0.0101,8.16e-05,0.0851,0.831,127.222,4,country
71546,71DzeSJmIaZ9UhJ1rJJ5Od,38 Special,Fishing Music,Caught Up In You,3,278133,False,0.361,0.787,1,-4.982,0,0.0363,0.0197,0.000586,0.0421,0.889,130.693,4,metal
71547,6u3HTPvOxhVWllNhu07vvA,38 Special,80s Bangers Vol. 2,Hold On Loosely,0,279754,False,0.565,0.707,9,-5.65,1,0.0298,0.0101,8.16e-05,0.0851,0.831,127.222,4,metal
32187,1KNi6PNEbQYnkxmqeschok,3LAU;Bright Lights,Beginner Ride (Mixtape Vol. 1),How You Love Me,0,210468,False,0.512,0.791,1,-3.647,1,0.0815,0.18,0.0,0.34,0.287,127.965,4,electronic
32616,0A1y3d5O3SDvXaQ8snkmOf,3LAU;Bright Lights,How You Love Me,How You Love Me,48,210468,False,0.496,0.789,1,-3.648,1,0.0839,0.183,0.0,0.34,0.286,127.961,4,electronic
32230,3D37T7euWvVJ45evRmriIh,3LAU;Justin Caruso;Iselin,Better With You,Better With You,59,192941,False,0.571,0.752,3,-4.872,1,0.0293,0.0196,6.92e-05,0.114,0.25,102.043,4,electronic
32675,229MM2St7SnW43nT8ADlG8,3LAU;Ninja,Game Time (feat. Ninja),Game Time (feat. Ninja),52,156631,False,0.534,0.957,1,-4.025,1,0.0455,8.05e-05,0.758,0.266,0.52,95.046,4,electronic
86209,0R97k5AJy1udJI6mGV82FJ,3OH!3,Dirty Mind,Dirty Mind,63,197601,True,0.642,0.861,4,-3.837,1,0.294,0.0318,0.0,0.23,0.582,92.912,4,punk
86654,1hBM2D1ULT3aeKuddSwPsK,3OH!3;Katy Perry;Matt Squire,WANT (Deluxe),STARSTRUKK (feat. Katy Perry),65,202666,True,0.607,0.805,11,-5.579,0,0.0608,0.00175,0.0,0.231,0.232,139.894,4,punk
64984,1kkCeMpEx707LGM1nh9uyG,48th St. Collective,"Vintage Café: Lounge and Jazz Blends, Vol. 22",Love is in the Air,0,171039,False,0.64,0.395,2,-11.977,1,0.0264,0.79,0.12,0.0946,0.439,108.062,4,jazz
51652,7iL6o9tox1zgHpKUfh9vuC,50 Cent,Get Rich Or Die Tryin',In Da Club,83,193466,True,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,4,hip-hop
37615,1hB4340DP1nnBmfWn37uTN,509-E;Dexter;Afro-X,Provérbios 13,Saudades Mil,48,526026,True,0.624,0.589,2,-6.669,1,0.281,0.302,0.0,0.124,0.78,76.847,4,funk
87203,1hB4340DP1nnBmfWn37uTN,509-E;Dexter;Afro-X,Provérbios 13,Saudades Mil,48,526026,True,0.624,0.589,2,-6.669,1,0.281,0.302,0.0,0.124,0.78,76.847,4,r-n-b
87808,5HpX5jzbL8OweC2nAG0bC2,509-E;Dexter;Afro-X,MMII-DC (2002 Depois de Cristo),Mile Dias,41,309066,True,0.767,0.509,0,-6.123,1,0.28,0.301,0.00329,0.494,0.733,153.537,4,r-n-b
32071,7zbAkNH3VPpgQlUVA60Dzn,6091;Chai Lenin,En Sadhai,En Sadhai,39,156500,False,0.521,0.34,11,-15.534,0,0.0564,0.186,0.827,0.0866,0.141,160.0,4,electronic
32152,7jxHIp9ySV3n3VuHJFKKFn,6091;Krameri,When you are gone,When you are gone,34,180000,False,0.709,0.286,5,-14.846,1,0.0453,0.964,0.128,0.43,0.256,103.952,3,electronic
32506,37Z5k8wOib7DGYhMZ07EfK,6091;Padmaja Sreenivasan,Malligai,Malligai,26,158316,False,0.443,0.55,1,-8.551,1,0.0877,0.93,5.58e-05,0.347,0.33,143.651,1,electronic
32060,04ht5irz2s6Q3vuWXkAOTU,6091;Rakhooo,Kanaavile,Kanaavile,41,187153,False,0.649,0.478,3,-10.729,1,0.0333,0.655,0.14,0.187,0.373,148.021,4,electronic
32072,2bU1rQhNBzkNDIzjFcjTXU,6091;Rakhooo,Lofi Dreams,Kanaavile - Re imagined,38,142702,False,0.551,0.422,3,-13.969,1,0.0354,0.976,0.862,0.141,0.312,74.035,4,electronic
32222,5Rn7kDoevGo2IcEJWU0EKb,6091;Sayanora Philip,Born in Kerala,Born in Kerala,32,145548,False,0.446,0.442,8,-14.613,1,0.177,0.79,0.55,0.374,0.611,116.185,3,electronic
87262,3Er9Htk9n0ueYRa0o4yIhv,7 Minutoz,Rap Do Asta: Eu Vou Ser O Rei Mago (Nerd Hits),Rap Do Asta: Eu Vou Ser O Rei Mago (Nerd Hits),47,200758,False,0.7,0.76,7,-6.366,0,0.0508,0.582,3.12e-05,0.161,0.691,109.939,4,r-n-b
87273,1w20E6WZTvi5HsKua0NG7M,7 Minutoz,Rap do Deidara: A Arte é a Explosão (Nerd Hits),Rap do Deidara: A Arte é a Explosão (Nerd Hits),47,183529,False,0.568,0.777,4,-7.147,0,0.212,0.35,0.0,0.264,0.504,170.001,4,r-n-b
87373,4V1MFUToEN7zm41vYdmWvo,7 Minutoz,Rap Do Kira: O Deus Do Novo Mundo (Nerd Hits),Rap Do Kira: O Deus Do Novo Mundo (Nerd Hits),45,182727,False,0.533,0.699,9,-6.661,1,0.053,0.655,1.49e-06,0.232,0.345,88.009,4,r-n-b
87406,1HUXo7tsJsoaxstbUl6wBy,7 Minutoz,Jinchuuriki,Vale Do Fim,44,256500,False,0.573,0.513,2,-8.565,0,0.0464,0.359,2.25e-05,0.171,0.115,89.976,4,r-n-b
87413,5iSlAizREe6tmItzcUNsko,7 Minutoz,Rap do Omni-Man: Olhem pro Céu (Nerd Hits),Rap do Omni-Man: Olhem pro Céu (Nerd Hits),45,301597,False,0.399,0.738,5,-6.158,0,0.14,0.701,0.0,0.0867,0.262,90.044,4,r-n-b
87459,6q6zmOARk8moaflhyCfso5,7 Minutoz,Jinchuuriki,Shippuden,44,190104,True,0.599,0.461,5,-9.47,0,0.0424,0.584,0.00891,0.288,0.0954,103.102,4,r-n-b
87460,0lCfJ4xyNBbvd7PV6kzA1s,7 Minutoz,Rap Do Tanjiro: Filho Do Sol (Nerd Hits),Rap Do Tanjiro: Filho Do Sol (Nerd Hits),44,131105,False,0.657,0.495,6,-9.73,1,0.041,0.403,0.0,0.303,0.308,107.105,3,r-n-b
87561,5pVARXJMB0vwfgdSifKxHa,7 Minutoz,Rap do Killua: Meu Nome Começa com Kill (Nerd Hits),Rap do Killua: Meu Nome Começa com Kill (Nerd Hits),43,240782,False,0.671,0.534,8,-8.15,0,0.204,0.103,0.0,0.332,0.418,84.977,4,r-n-b
87710,4ujiGaEqeg8aMtXLNWL8HX,7 Minutoz,Rap Do Kaneki: Faminto Por Humanos (Nerd Hits),Rap Do Kaneki: Faminto Por Humanos (Nerd Hits),42,257560,False,0.563,0.933,9,-6.931,0,0.177,0.113,0.0,0.119,0.364,164.061,4,r-n-b
87715,0u9lQ6ny51xQFQk9ROKh5w,7 Minutoz,Rap do Escanor: Orgulhoso Como um Leão,Rap do Escanor: Orgulhoso Como um Leão,42,287332,False,0.588,0.911,0,-8.401,0,0.171,0.252,2.57e-06,0.0711,0.259,116.074,4,r-n-b
87756,5436OOhc4THarMSIJ5Ni9d,7 Minutoz,Suiton,Suiton,42,186686,False,0.741,0.779,6,-5.168,0,0.0376,0.413,5.03e-06,0.0491,0.51,102.02,4,r-n-b
87864,6nKlO070QY5G3Ppz6K9Y4r,7 Minutoz,Rap do Kratos: Eu Sou um Deus (NERD HITS),Rap do Kratos: Eu Sou um Deus (NERD HITS),41,273214,False,0.613,0.745,9,-9.253,0,0.0655,0.562,0.0,0.161,0.322,94.019,4,r-n-b
87923,1KwsaxyLgurFmC3xK9Ranq,7 Minutoz,Rap do Kakuzu: Achou Que Eu Tinha Morrido (Nerd Hits),Rap do Kakuzu: Achou Que Eu Tinha Morrido (Nerd Hits),40,185769,False,0.714,0.696,2,-5.097,1,0.202,0.285,0.0,0.0977,0.317,150.095,4,r-n-b
87857,3K0lKj1adDJUOaF4nNQTMx,7 Minutoz;Dk 47,Genki-Dama,Genki-Dama,41,259959,True,0.826,0.776,1,-4.254,1,0.0645,0.318,0.0,0.259,0.703,111.998,4,r-n-b
87510,2XK1S04Sdb2XNq4OtH6Xtl,7 Minutoz;Sid;Rod 3030,Jogador Número 1,Jogador Número 1,44,292819,True,0.748,0.728,5,-6.18,0,0.156,0.382,0.0,0.198,0.635,100.049,4,r-n-b
103859,3Zcv9IeYgCvEhxFTfsduaQ,88GLAM,88GLAM2,Lil Boat,63,180813,True,0.764,0.672,6,-4.274,0,0.0655,0.0166,1.06e-06,0.103,0.594,150.021,4,soul
32415,5kua8KlgGDC38pnLB5GYZ1,8Kays;Diana Miro;Jerome Isma-Ae,Inside,Inside - Jerome Isma-Ae Remix,50,236258,False,0.706,0.668,1,-6.157,1,0.0434,0.0162,0.87,0.167,0.133,123.992,4,electronic
87904,0NCZVHXx8S4964Fsy5gayQ,A Banda Mais Bonita da Cidade,A Banda Mais Bonita da Cidade,Se Eu Corro,40,227853,False,0.374,0.16,0,-8.522,1,0.038,0.604,0.0,0.106,0.272,182.072,4,r-n-b
86857,2ah5gOCogw00A62XBoepmc,A Day To Remember,Miracle,Miracle,69,243977,True,0.463,0.917,7,-3.776,1,0.13,0.000266,1.8e-05,0.0872,0.369,160.028,4,punk
87256,7F7lizHkjMeo70dYOU3r4x,A Família,Castelo de Madeira,Castelo de Madeira,48,454975,True,0.812,0.844,9,-10.206,0,0.508,0.397,0.0,0.0654,0.834,77.192,4,r-n-b
87660,2ImAP3mezUhfEZkqx8HtYW,A Família,Só as Melhores,Brinquedo Assassino,43,382142,True,0.771,0.746,9,-4.497,1,0.262,0.0902,0.0,0.0464,0.502,148.054,4,r-n-b
86154,1OBNzxKB8SAi2LpVjeAp8y,A Rocket To The Moon,Wild & Free (Deluxe),Ever Enough,56,187293,False,0.356,0.625,1,-3.455,1,0.0317,0.219,0.0,0.107,0.293,165.902,4,punk
86263,2mUCD9Bx2IOFFrVtEH3tyg,A Rocket To The Moon,Wild & Free (Deluxe),Somebody Out There,58,209226,False,0.405,0.409,7,-7.149,1,0.0305,0.343,0.0,0.197,0.233,119.954,3,punk
86309,1fkYmLPG2Oi2AkUmcspWKl,A Rocket To The Moon,On Your Side,Like We Used To,60,203733,False,0.363,0.71,2,-3.08,1,0.0308,0.216,0.0,0.121,0.383,170.113,4,punk
86355,5j929KlzL6RcXeX2LD4dgl,A Rocket To The Moon,On Your Side,Baby Blue Eyes,56,220013,False,0.404,0.726,11,-2.926,1,0.028,0.0501,0.0,0.214,0.408,168.878,4,punk
86603,00hTw7P6jPUio5Qgojw38w,A Rocket To The Moon,Wild & Free (Deluxe),Wherever You Go,44,200600,False,0.521,0.616,6,-6.11,1,0.0288,0.377,5.85e-06,0.11,0.469,169.038,4,punk
16200,3n2BgDsO63JKpqftVR2Ysc,A. Kanyakumari;Janardan Mitta,Prashantham,Raga - Neelambari,43,122640,False,0.273,0.08,1,-13.988,1,0.0422,0.986,0.253,0.0628,0.184,88.252,4,classical
103300,5QeUZ1Z4xSCegBXutW3IIt,A.CHAL,EXOTIGAZ,000000,61,165214,True,0.734,0.472,1,-8.192,0,0.306,0.494,0.00293,0.102,0.387,190.011,4,soul
32980,3cQ2pYZrrqTUVqrzPMDRoX,A.M.R,Smile,Smile,54,237500,False,0.682,0.675,1,-9.887,1,0.0388,0.00292,0.849,0.0465,0.362,120.009,4,electronic
32727,6Zz2xJe6SY7jPCjWkV0efO,A.M.R;Brandon Mignacca,A Place For Everything,Fell Out Of Love,49,236312,False,0.542,0.601,10,-14.681,1,0.0384,0.291,0.889,0.158,0.108,116.023,4,electronic
